[ 19] Received message from   1: 1|0
[ 25] Received message from   1: 1|0
[ 25] Received message from  19: 1|0,1
[ 29] Received message from   1: 1|0
[  9] Received message from  25: 1|0,1
[ 29] Received message from  19: 1|0,1
[ 30] Received message from   1: 1|0
[ 19] Received message from  25: 1|0,1
[  3] Received message from   9: 1|0,1,25
[ 33] Received message from   1: 1|0
[ 30] Received message from  19: 1|0,1
[ 19] Received message from  29: 1|0,1
[ 29] Received message from  25: 1|0,1
[ 16] Received message from   9: 1|0,1,25
[ 65] Received message from   1: 1|0
[ 33] Received message from  19: 1|0,1
[ 10] Received message from  30: 1|0,1
[ 25] Received message from  29: 1|0,1
[ 19] Received message from  33: 1|0,1
[ 17] Received message from   9: 1|0,1,25
[ 30] Received message from  25: 1|0,1
[ 16] Received message from   3: 1|0,1,25,9
[ 79] Received message from   1: 1|0
[  9] Received message from  65: 1|0,1
[ 29] Received message from  33: 1|0,1
[ 19] Received message from  30: 1|0,1
[ 20] Received message from   9: 1|0,1,25
[ 42] Received message from  25: 1|0,1
[ 65] Received message from  19: 1|0,1
[  3] Received message from  16: 1|0,1,25,9
[ 18] Received message from   3: 1|0,1,25,9
[  8] Received message from  10: 1|0,1,30
[ 30] Received message from  29: 1|0,1
[ 20] Received message from   3: 1|0,1,25,9
[ 19] Received message from  79: 1|0,1
[ 64] Received message from  25: 1|0,1
[ 25] Received message from  30: 1|0,1
[  2] Received message from  17: 1|0,1,25,9
[ 87] Received message from   1: 1|0
[ 33] Received message from  29: 1|0,1
[ 12] Received message from  10: 1|0,1,30
[  1] Sent Broadcast: 1|0
[ 30] Received message from  33: 1|0,1
[ 22] Received message from   9: 1|0,1,25
[ 79] Received message from  19: 1|0,1
[ 19] Received message from  65: 1|0,1
[  8] Received message from  16: 1|0,1,25,9
[  9] Received message from  42: 1|0,1,25
[  3] Received message from  20: 1|0,1,25,9
[ 29] Received message from  30: 1|0,1
[ 65] Received message from  29: 1|0,1
[ 25] Received message from  79: 1|0,1
[ 20] Received message from  17: 1|0,1,25,9
[  9] Received message from  64: 1|0,1,25
[ 22] Received message from   3: 1|0,1,25,9
[ 21] Received message from  10: 1|0,1,30
[ 12] Received message from   8: 1|0,1,30,10
[ 79] Received message from  29: 1|0,1
[  2] Received message from  22: 1|0,1,25,9
[ 16] Received message from  20: 1|0,1,25,9
[ 18] Received message from  16: 1|0,1,25,9
[ 87] Received message from  19: 1|0,1
[ 19] Received message from  87: 1|0,1
[  7] Received message from   2: 1|0,1,25,9,17
[  8] Received message from  18: 1|0,1,25,9,3
[ 19] Sent Broadcast: 1|0,1
[ 65] Received message from  33: 1|0,1
[ 17] Received message from  42: 1|0,1,25
[ 17] Received message from  64: 1|0,1,25
[ 25] Received message from  65: 1|0,1
[ 33] Received message from  30: 1|0,1
[ 42] Received message from   9: 1|0,1,25
[ 87] Received message from  29: 1|0,1
[ 29] Sent Broadcast: 1|0,1
[ 65] Received message from  25: 1|0,1
[ 44] Received message from   3: 1|0,1,25,9
[  3] Received message from  22: 1|0,1,25,9
[ 16] Received message from   8: 1|0,1,30,10
[  8] Received message from  12: 1|0,1,30,10
[ 29] Received message from  79: 1|0,1
[ 83] Received message from  10: 1|0,1,30
[ 20] Received message from  16: 1|0,1,25,9
[ 22] Received message from  17: 1|0,1,25,9
[ 12] Received message from  21: 1|0,1,30,10
[ 79] Received message from  33: 1|0,1
[ 64] Received message from  42: 1|0,1,25
[ 17] Received message from  20: 1|0,1,25,9
[ 20] Received message from  64: 1|0,1,25
[ 64] Received message from   9: 1|0,1,25
[ 65] Received message from  30: 1|0,1
[ 79] Received message from  25: 1|0,1
[ 25] Received message from  87: 1|0,1
[ 30] Received message from  79: 1|0,1
[ 45] Received message from   3: 1|0,1,25,9
[ 22] Received message from   2: 1|0,1,25,9,17
[ 29] Received message from  65: 1|0,1
[ 21] Received message from  12: 1|0,1,30,10
[ 28] Received message from   7: 1|1,25,9,17,2
[ 57] Received message from  21: 1|0,1,30,10
[ 16] Received message from  18: 1|0,1,25,9,3
[  5] Received message from  44: 1|0,1,25,9,3
[ 76] Received message from  42: 1|0,1,25
[ 86] Received message from  10: 1|0,1,30
[ 16] Received message from  22: 1|0,1,25,9
[ 42] Received message from  17: 1|0,1,25,9
[ 87] Received message from  33: 1|0,1
[ 33] Sent Broadcast: 1|0,1
[  8] Received message from  83: 1|0,1,30,10
[ 58] Received message from   3: 1|0,1,25,9
[ 18] Received message from   8: 1|0,1,30,10
[ 33] Received message from  79: 1|0,1
[ 36] Received message from  28: 1|25,9,17,2,7
[ 46] Received message from  17: 1|0,1,25,9
[ 92] Received message from  10: 1|0,1,30
[ 65] Received message from   9: 1|0,1,25
[ 57] Received message from  12: 1|0,1,30,10
[ 30] Received message from  65: 1|0,1
[ 32] Received message from  18: 1|0,1,25,9,3
[  5] Received message from  45: 1|0,1,25,9,3
[ 17] Received message from  22: 1|0,1,25,9
[ 12] Received message from  57: 1|0,1,30,10,21
[ 79] Received message from  30: 1|0,1
[ 87] Received message from  25: 1|0,1
[ 29] Received message from  87: 1|0,1
[ 28] Received message from   2: 1|0,1,25,9,17
[ 10] Sent Broadcast: 1|0,1,30
[ 82] Received message from  21: 1|0,1,30,10
[ 22] Received message from  16: 1|0,1,25,9
[ 36] Received message from   7: 1|1,25,9,17,2
[  2] Received message from  76: 1|0,1,25,42
[ 85] Received message from  42: 1|0,1,25
[ 33] Received message from  65: 1|0,1
[ 22] Received message from  20: 1|0,1,25,9
[ 32] Received message from   8: 1|0,1,30,10
[ 12] Received message from  83: 1|0,1,30,10
[100] Received message from  25: 1|0,1
[  9] Received message from  76: 1|0,1,25,42
[ 15] Received message from  44: 1|0,1,25,9,3
[ 65] Received message from  79: 1|0,1
[ 26] Received message from  36: 1|9,17,2,7,28
[ 14] Received message from  57: 1|0,1,30,10,21
[ 64] Received message from  17: 1|0,1,25,9
[ 36] Received message from   2: 1|0,1,25,9,17
[ 25] Sent Broadcast: 1|0,1
[ 46] Received message from  28: 1|25,9,17,2,7
[ 30] Received message from  87: 1|0,1
[ 82] Received message from  12: 1|0,1,30,10
[ 61] Received message from   3: 1|0,1,25,9
[ 15] Received message from   5: 1|1,25,9,3,44
[ 76] Received message from   9: 1|0,1,25
[100] Received message from  42: 1|0,1,25
[ 32] Received message from  16: 1|0,1,25,9
[ 22] Received message from  64: 1|0,1,25
[ 18] Received message from  83: 1|0,1,30,10
[ 79] Received message from  65: 1|0,1
[ 46] Received message from   7: 1|1,25,9,17,2
[  8] Received message from  58: 1|0,1,25,9,3
[ 83] Received message from  21: 1|0,1,30,10
[  2] Received message from  46: 1|0,1,25,9,17
[ 12] Received message from  86: 1|0,1,30,10
[ 24] Received message from  14: 1|1,30,10,21,57
[ 42] Sent Broadcast: 1|0,1,25
[ 87] Received message from  79: 1|0,1
[ 17] Received message from  76: 1|0,1,25,42
[100] Received message from   9: 1|0,1,25
[ 20] Received message from  22: 1|0,1,25,9
[  2] Received message from  85: 1|0,1,25,42
[ 58] Received message from  18: 1|0,1,25,9,3
[ 58] Received message from   8: 1|0,1,30,10
[ 79] Sent Broadcast: 1|0,1
[  9] Received message from 100: 1|0,1,25
[ 42] Received message from  64: 1|0,1,25
[  9] Sent Broadcast: 1|0,1,25
[ 68] Received message from   3: 1|0,1,25,9
[ 12] Received message from  82: 1|0,1,30,10,21
[  8] Received message from  32: 1|1,25,9,3,18
[ 45] Received message from  20: 1|0,1,25,9
[ 83] Received message from  30: 1|0,1
[ 49] Received message from  28: 1|25,9,17,2,7
[ 15] Received message from  45: 1|0,1,25,9,3
[ 46] Received message from   2: 1|0,1,25,9,17
[ 33] Received message from  87: 1|0,1
[ 87] Received message from  65: 1|0,1
[  7] Received message from  46: 1|0,1,25,9,17
[ 86] Received message from  21: 1|0,1,30,10
[ 45] Received message from  44: 1|0,1,25,9,3
[  5] Received message from  15: 1|1,25,9,3,44
[ 31] Received message from  57: 1|0,1,30,10,21
[ 58] Received message from  16: 1|0,1,25,9
[ 60] Received message from  18: 1|0,1,25,9,3
[  8] Received message from  92: 1|0,1,30,10
[ 75] Received message from   3: 1|0,1,25,9
[ 31] Received message from  24: 1|30,10,21,57,14
[ 61] Received message from  20: 1|0,1,25,9
[ 83] Received message from  12: 1|0,1,30,10
[ 20] Received message from  76: 1|0,1,25,42
[ 49] Received message from  26: 1|17,2,7,28,36
[ 68] Received message from  17: 1|0,1,25,9
[ 14] Received message from  86: 1|0,1,30,10
[  3] Sent Broadcast: 1|0,1,25,9
[ 65] Sent Broadcast: 1|0,1
[ 17] Received message from  85: 1|0,1,25,42
[ 14] Received message from  82: 1|0,1,30,10,21
[ 46] Received message from  36: 1|9,17,2,7,28
[ 16] Received message from  58: 1|0,1,25,9,3
[ 45] Received message from   5: 1|1,25,9,3,44
[ 21] Received message from  83: 1|0,1,30,10
[ 60] Received message from   8: 1|0,1,30,10
[ 16] Received message from  32: 1|1,25,9,3,18
[ 20] Received message from  45: 1|0,1,25,9,3
[ 49] Received message from   7: 1|1,25,9,17,2
[ 22] Received message from  46: 1|0,1,25,9,17
[ 61] Received message from  18: 1|0,1,25,9,3
[ 51] Received message from  28: 1|25,9,17,2,7
[ 68] Received message from  64: 1|0,1,25
[ 65] Received message from  87: 1|0,1
[ 16] Received message from  61: 1|0,1,25,9,3
[ 45] Received message from  15: 1|1,25,9,3,44
[ 21] Received message from  86: 1|0,1,30,10
[  2] Received message from  68: 1|0,1,25,9,3
[ 17] Received message from 100: 1|0,1,25
[ 12] Received message from  92: 1|0,1,30,10
[ 26] Received message from  49: 1|9,17,2,7,28
[ 86] Received message from  12: 1|0,1,30,10
[ 31] Received message from  14: 1|1,30,10,21,57
[ 61] Received message from  16: 1|0,1,25,9
[ 92] Received message from  21: 1|0,1,30,10
[ 14] Received message from  31: 1|1,30,10,21,57
[ 46] Received message from  22: 1|0,1,25,9
[ 51] Received message from   2: 1|0,1,25,9,17
[ 87] Received message from  30: 1|0,1
[ 64] Received message from  20: 1|0,1,25,9
[ 32] Received message from  83: 1|0,1,30,10
[  8] Received message from  60: 1|1,25,9,3,18
[ 49] Received message from  36: 1|9,17,2,7,28
[ 48] Received message from   5: 1|1,25,9,3,44
[ 44] Received message from  45: 1|0,1,25,9,3
[ 35] Received message from  57: 1|0,1,30,10,21
[ 22] Received message from  76: 1|0,1,25,42
[ 58] Received message from  32: 1|1,25,9,3,18
[ 83] Received message from   8: 1|0,1,30,10
[ 79] Received message from  87: 1|0,1
[ 51] Received message from  44: 1|0,1,25,9,3
[ 31] Received message from  82: 1|0,1,30,10,21
[ 18] Received message from  58: 1|0,1,25,9,3
[ 56] Received message from  28: 1|25,9,17,2,7
[ 57] Received message from  86: 1|0,1,30,10
[ 76] Received message from  17: 1|0,1,25,9
[ 20] Received message from 100: 1|0,1,25
[ 92] Received message from   8: 1|0,1,30,10
[ 51] Received message from  26: 1|17,2,7,28,36
[ 58] Received message from  45: 1|0,1,25,9,3
[  7] Received message from  68: 1|0,1,25,9,3
[ 16] Received message from  75: 1|0,1,25,9,3
[ 48] Received message from  15: 1|1,25,9,3,44
[ 21] Sent Broadcast: 1|0,1,30,10
[ 30] Sent Broadcast: 1|0,1
[ 83] Received message from  18: 1|0,1,25,9,3
[ 87] Sent Broadcast: 1|0,1
[ 28] Received message from  46: 1|0,1,25,9,17
[ 76] Received message from  64: 1|0,1,25
[  8] Sent Broadcast: 1|0,1,30,10
[ 71] Received message from  57: 1|0,1,30,10,21
[ 22] Received message from  85: 1|0,1,25,42
[ 53] Received message from   5: 1|1,25,9,3,44
[ 60] Received message from  32: 1|1,25,9,3,18
[ 46] Received message from  76: 1|0,1,25,42
[ 18] Received message from  61: 1|0,1,25,9,3
[ 22] Received message from 100: 1|0,1,25
[ 18] Received message from  92: 1|0,1,30,10
[ 26] Received message from  51: 1|9,17,2,7,28
[ 60] Received message from  83: 1|0,1,30,10
[ 59] Received message from  44: 1|0,1,25,9,3
[ 17] Received message from  68: 1|0,1,25,9,3
[ 92] Received message from  12: 1|0,1,30,10
[ 85] Received message from  17: 1|0,1,25,9
[ 12] Sent Broadcast: 1|0,1,30,10
[ 82] Received message from  57: 1|0,1,30,10,21
[ 35] Received message from  24: 1|30,10,21,57,14
[ 63] Received message from  26: 1|17,2,7,28,36
[ 32] Received message from  60: 1|1,25,9,3,18
[ 20] Received message from  75: 1|0,1,25,9,3
[ 36] Received message from  49: 1|9,17,2,7,28
[ 61] Received message from  22: 1|0,1,25,9
[ 14] Received message from  35: 1|1,30,10,21,57
[ 35] Received message from  82: 1|0,1,30,10,21
[ 98] Received message from  17: 1|0,1,25,9
[ 86] Received message from  83: 1|0,1,30,10
[ 53] Received message from  15: 1|1,25,9,3,44
[ 20] Received message from  61: 1|0,1,25,9,3
[ 75] Received message from  16: 1|0,1,25,9
[ 46] Received message from  85: 1|0,1,25,42
[ 16] Sent Broadcast: 1|0,1,25,9
[ 21] Received message from  92: 1|0,1,30,10
[ 51] Received message from  36: 1|9,17,2,7,28
[ 85] Received message from  64: 1|0,1,25
[ 37] Received message from  24: 1|30,10,21,57,14
[ 59] Received message from   5: 1|1,25,9,3,44
[ 51] Received message from   7: 1|1,25,9,17,2
[ 68] Received message from  20: 1|0,1,25,9
[ 24] Received message from  31: 1|1,30,10,21,57
[ 56] Received message from   2: 1|0,1,25,9,17
[ 71] Received message from  86: 1|0,1,30,10
[ 24] Received message from  35: 1|1,30,10,21,57
[ 86] Received message from  57: 1|0,1,30,10,21
[ 15] Received message from  48: 1|25,9,3,44,5
[ 22] Received message from  75: 1|0,1,25,9,3
[ 97] Received message from  26: 1|17,2,7,28,36
[ 58] Received message from  60: 1|1,25,9,3,18
[ 57] Received message from  82: 1|0,1,30,10,21
[ 61] Received message from  32: 1|1,25,9,3,18
[ 92] Received message from  18: 1|0,1,25,9,3
[ 92] Received message from  83: 1|0,1,30,10
[ 18] Sent Broadcast: 1|0,1,25,9,3
[ 35] Received message from  14: 1|1,30,10,21,57
[ 83] Sent Broadcast: 1|0,1,30,10
[ 56] Received message from  49: 1|9,17,2,7,28
[ 20] Received message from  68: 1|0,1,25,9,3
[ 42] Received message from 100: 1|0,1,25
[ 26] Sent Broadcast: 1|17,2,7,28,36
[ 68] Received message from  28: 1|25,9,17,2,7
[ 64] Received message from  76: 1|0,1,25,42
[ 15] Received message from  53: 1|25,9,3,44,5
[100] Received message from  17: 1|0,1,25,9
[ 32] Received message from  58: 1|0,1,25,9,3
[ 59] Received message from  15: 1|1,25,9,3,44
[ 22] Received message from  61: 1|0,1,25,9,3
[ 56] Received message from  36: 1|9,17,2,7,28
[  2] Received message from  98: 1|0,1,25,9,17
[100] Received message from  64: 1|0,1,25
[ 82] Received message from  86: 1|0,1,30,10
[ 17] Sent Broadcast: 1|0,1,25,9
[ 14] Received message from  71: 1|1,30,10,21,57
[ 64] Received message from  22: 1|0,1,25,9
[ 66] Received message from   5: 1|1,25,9,3,44
[ 71] Received message from  82: 1|0,1,30,10,21
[ 90] Received message from  63: 1|2,7,28,36,26
[ 61] Received message from  45: 1|0,1,25,9,3
[ 64] Sent Broadcast: 1|0,1,25
[ 36] Received message from  46: 1|0,1,25,9,17
[ 68] Received message from   2: 1|0,1,25,9,17
[ 97] Received message from  49: 1|9,17,2,7,28
[ 35] Received message from  31: 1|1,30,10,21,57
[ 31] Received message from  35: 1|1,30,10,21,57
[ 63] Sent Broadcast: 1|2,7,28,36,26
[ 49] Sent Broadcast: 1|9,17,2,7,28
[ 32] Received message from  92: 1|0,1,30,10
[  5] Received message from  59: 1|1,25,9,3,44
[ 34] Received message from  48: 1|25,9,3,44,5
[ 44] Received message from  75: 1|0,1,25,9,3
[ 36] Received message from  56: 1|9,17,2,7,28
[ 92] Received message from  57: 1|0,1,30,10,21
[ 36] Received message from  51: 1|9,17,2,7,28
[ 74] Received message from  60: 1|1,25,9,3,18
[ 64] Received message from  85: 1|0,1,25,42
[ 71] Received message from  24: 1|30,10,21,57,14
[ 86] Received message from  82: 1|0,1,30,10,21
[ 34] Received message from  53: 1|25,9,3,44,5
[ 61] Received message from  44: 1|0,1,25,9,3
[ 51] Received message from  46: 1|0,1,25,9,17
[ 15] Received message from  59: 1|1,25,9,3,44
[ 98] Received message from  28: 1|25,9,17,2,7
[ 72] Received message from   5: 1|1,25,9,3,44
[ 83] Received message from  86: 1|0,1,30,10
[ 88] Received message from  37: 1|10,21,57,14,24
[ 75] Received message from  20: 1|0,1,25,9
[ 45] Received message from  58: 1|0,1,25,9,3
[ 49] Received message from  97: 1|2,7,28,36,26
[  7] Received message from  98: 1|0,1,25,9,17
[ 74] Received message from  32: 1|1,25,9,3,18
[ 32] Received message from  61: 1|0,1,25,9,3
[ 62] Received message from  15: 1|1,25,9,3,44
[ 76] Received message from   2: 1|0,1,25,9,17
[ 28] Sent Broadcast: 1|25,9,17,2,7
[ 68] Received message from  76: 1|0,1,25,42
[ 37] Sent Broadcast: 1|10,21,57,14,24
[ 56] Received message from   7: 1|1,25,9,17,2
[ 44] Received message from  51: 1|9,17,2,7,28
[ 22] Received message from  68: 1|0,1,25,9,3
[ 64] Received message from 100: 1|0,1,25
[ 24] Received message from  71: 1|1,30,10,21,57
[ 46] Received message from  56: 1|9,17,2,7,28
[ 15] Received message from  66: 1|25,9,3,44,5
[ 57] Received message from  92: 1|0,1,30,10
[ 45] Received message from  75: 1|0,1,25,9,3
[ 56] Received message from  46: 1|0,1,25,9,17
[ 85] Received message from   2: 1|0,1,25,9,17
[ 99] Received message from  57: 1|0,1,30,10,21
[ 88] Received message from  24: 1|30,10,21,57,14
[ 48] Received message from  53: 1|25,9,3,44,5
[ 83] Received message from  60: 1|1,25,9,3,18
[ 71] Received message from  14: 1|1,30,10,21,57
[  4] Received message from  34: 1|9,3,44,5,48
[ 46] Received message from  51: 1|9,17,2,7,28
[ 57] Sent Broadcast: 1|0,1,30,10,21
[ 77] Received message from   5: 1|1,25,9,3,44
[ 11] Received message from  90: 1|7,28,36,26,63
[ 49] Received message from  56: 1|9,17,2,7,28
[ 66] Received message from  15: 1|1,25,9,3,44
[ 92] Received message from  86: 1|0,1,30,10
[ 56] Received message from  97: 1|2,7,28,36,26
[ 52] Received message from  48: 1|25,9,3,44,5
[ 15] Received message from  72: 1|25,9,3,44,5
[ 28] Received message from  68: 1|0,1,25,9,3
[ 85] Received message from  76: 1|0,1,25,42
[ 72] Received message from  45: 1|0,1,25,9,3
[ 60] Received message from  92: 1|0,1,30,10
[ 32] Received message from  74: 1|25,9,3,18,60
[ 99] Received message from  82: 1|0,1,30,10,21
[ 31] Received message from  88: 1|21,57,14,24,37
[ 83] Received message from  32: 1|1,25,9,3,18
[ 68] Received message from  36: 1|9,17,2,7,28
[ 52] Received message from  58: 1|0,1,25,9,3
[ 82] Received message from  14: 1|1,30,10,21,57
[ 44] Received message from  61: 1|0,1,25,9,3
[ 31] Received message from  71: 1|1,30,10,21,57
[ 34] Received message from  66: 1|25,9,3,44,5
[ 76] Received message from  20: 1|0,1,25,9
[ 71] Received message from  31: 1|1,30,10,21,57
[ 22] Received message from  98: 1|0,1,25,9,17
[ 92] Received message from  60: 1|1,25,9,3,18
[ 86] Sent Broadcast: 1|0,1,30,10
[ 97] Sent Broadcast: 1|2,7,28,36,26
[ 24] Sent Broadcast: 1|30,10,21,57,14
[ 72] Received message from  44: 1|0,1,25,9,3
[ 60] Sent Broadcast: 1|1,25,9,3,18
[ 76] Received message from 100: 1|0,1,25
[ 82] Sent Broadcast: 1|0,1,30,10,21
[ 98] Received message from   2: 1|0,1,25,9,17
[ 71] Received message from  35: 1|1,30,10,21,57
[ 23] Received message from  62: 1|25,9,3,44,15
[ 80] Received message from   5: 1|1,25,9,3,44
[ 58] Received message from  75: 1|0,1,25,9,3
[  2] Sent Broadcast: 1|0,1,25,9,17
[ 56] Received message from  51: 1|9,17,2,7,28
[ 52] Received message from  53: 1|25,9,3,44,5
[ 51] Received message from  56: 1|9,17,2,7,28
[ 68] Received message from  22: 1|0,1,25,9
[ 86] Received message from  14: 1|1,30,10,21,57
[ 50] Received message from  90: 1|7,28,36,26,63
[ 41] Received message from   4: 1|3,44,5,48,34
[ 82] Received message from  31: 1|1,30,10,21,57
[ 34] Received message from  62: 1|25,9,3,44,15
[ 14] Received message from  99: 1|1,30,10,21,57
[ 23] Received message from  34: 1|9,3,44,5,48
[ 72] Received message from  59: 1|1,25,9,3,44
[ 45] Received message from  72: 1|25,9,3,44,5
[ 81] Received message from   5: 1|1,25,9,3,44
[ 36] Received message from  68: 1|0,1,25,9,3
[ 85] Received message from 100: 1|0,1,25
[100] Received message from  20: 1|0,1,25,9
[ 35] Received message from  88: 1|21,57,14,24,37
[ 61] Received message from  75: 1|0,1,25,9,3
[ 98] Received message from  76: 1|0,1,25,42
[ 75] Received message from  45: 1|0,1,25,9,3
[ 48] Received message from  74: 1|25,9,3,18,60
[ 92] Received message from  32: 1|1,25,9,3,18
[ 62] Received message from  53: 1|25,9,3,44,5
[ 15] Received message from  77: 1|25,9,3,44,5
[ 83] Received message from  92: 1|0,1,30,10
[ 97] Received message from  36: 1|9,17,2,7,28
[ 32] Sent Broadcast: 1|1,25,9,3,18
[ 60] Received message from  58: 1|0,1,25,9,3
[ 28] Received message from  98: 1|0,1,25,9,17
[ 39] Received message from  11: 1|28,36,26,63,90
[ 82] Received message from  35: 1|1,30,10,21,57
[ 75] Received message from  44: 1|0,1,25,9,3
[ 45] Received message from  61: 1|0,1,25,9,3
[ 53] Received message from  48: 1|25,9,3,44,5
[ 20] Sent Broadcast: 1|0,1,25,9
[100] Sent Broadcast: 1|0,1,25
[ 97] Received message from  56: 1|9,17,2,7,28
[ 68] Received message from  85: 1|0,1,25,42
[ 77] Received message from  45: 1|0,1,25,9,3
[ 51] Received message from  72: 1|25,9,3,44,5
[100] Received message from  76: 1|0,1,25,42
[ 55] Received message from  90: 1|7,28,36,26,63
[ 72] Received message from  15: 1|1,25,9,3,44
[ 98] Received message from  36: 1|9,17,2,7,28
[ 48] Received message from  66: 1|25,9,3,44,5
[ 23] Received message from  52: 1|9,3,44,5,48
[ 88] Received message from  14: 1|1,30,10,21,57
[ 62] Received message from  48: 1|25,9,3,44,5
[ 66] Received message from  53: 1|25,9,3,44,5
[ 36] Sent Broadcast: 1|9,17,2,7,28
[ 76] Sent Broadcast: 1|0,1,25,42
[ 31] Received message from  99: 1|1,30,10,21,57
[  6] Received message from  23: 1|9,3,44,15,62
[ 86] Received message from  92: 1|0,1,30,10
[ 35] Received message from  71: 1|1,30,10,21,57
[ 36] Received message from  98: 1|0,1,25,9,17
[ 71] Received message from  88: 1|21,57,14,24,37
[ 66] Received message from  48: 1|25,9,3,44,5
[ 75] Received message from  22: 1|0,1,25,9
[ 61] Received message from  58: 1|0,1,25,9,3
[ 13] Received message from  41: 1|44,5,48,34,4
[ 48] Received message from  62: 1|25,9,3,44,15
[ 11] Received message from  80: 1|25,9,3,44,5
[ 77] Received message from  59: 1|1,25,9,3,44
[ 68] Received message from   7: 1|1,25,9,17,2
[ 99] Received message from  14: 1|1,30,10,21,57
[ 78] Received message from  53: 1|25,9,3,44,5
[ 93] Received message from  45: 1|0,1,25,9,3
[ 84] Received message from   5: 1|1,25,9,3,44
[ 53] Received message from  52: 1|9,3,44,5,48
[ 88] Received message from  31: 1|1,30,10,21,57
[ 45] Received message from  77: 1|25,9,3,44,5
[ 43] Received message from   4: 1|3,44,5,48,34
[ 52] Received message from  74: 1|25,9,3,18,60
[ 46] Received message from  68: 1|0,1,25,9,3
[ 14] Sent Broadcast: 1|1,30,10,21,57
[ 76] Received message from  85: 1|0,1,25,42
